id,notebook,name,score,price,diff price,ram,screen,graphic card,hard drive,link,21/10/21,25/10/21,26/10/21,28/10/21,29/10/21,02/11/21,03/11/21
114185,Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / UHD / W10P),Intel Core i7-10870H,16273,2099990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/114185-gigabyte-aero-15-oled-i7-10870h-8gb-512gb-ssd-rtx-3060-6gb-uhd-w10p,2099990,2099990,2099990,2099990,2099990,2099990,2099990
115029,ASUS TUF Gaming F15 FX506LH-HN155T [90NR03U1-M03830],Intel Core i7-10870H,16273,989990,,8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 144 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB)",SSD 512GB,https://www.solotodo.cl/products/115029-asus-tuf-gaming-f15-fx506lh-hn155t-90nr03u1-m03830,989990,,,,,,
124056,ASUS ROG Strix G15 G512LWS-PH74,Intel Core i7-10870H,16273,1749000,0,16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 144 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2070 Super (8 GB)",SSD 512GB,https://www.solotodo.cl/products/124056-asus-rog-strix-g15-g512lws-ph74,,,,,,1749000,1749000
101607,Gigabyte Aorus 15P [XC-8LA2430SHCL],Intel Core i7-10870H,16273,2399990,0,16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 240 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3070 (8 GB)",SSD 512GB,https://www.solotodo.cl/products/101607-gigabyte-aorus-15p-xc-8la2430shcl,,2399990,2399990,,2399990,2399990,2399990
124057,HP Omen 15-EK1097NR [450B9UA],Intel Core i7-10870H,16273,1759000,0,16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 144 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/124057-hp-omen-15-ek1097nr-450b9ua,,,,,,1759000,1759000
114228,Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / UHD / W10P) [KC-8LA5130SH],Intel Core i7-10870H,16273,2179990,80000,8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/114228-gigabyte-aero-15-oled-i7-10870h-8gb-512gb-ssd-rtx-3060-6gb-uhd-w10p-kc-8la5130sh,,2499990,,2099990,2099990,2099990,2099990
116475,Dell G5 15 Gaming 5510 [WMGWW],Intel Core i7-10870H,16273,1157190,27200,8 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 120 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3050 (4 GB)",SSD 512GB,https://www.solotodo.cl/products/116475-dell-g5-15-gaming-5510-wmgww,,,1163990,1163990,1163990,1163990,1129990
114183,Gigabyte Aorus 15P [XC-8LA2430SH],Intel Core i7-10870H,16273,2229990,0,16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 240 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3070 (8 GB)",SSD 512GB,https://www.solotodo.cl/products/114183-gigabyte-aorus-15p-xc-8la2430sh,,2229990,2229990,2229990,2229990,2229990,2229990
114180,Dell G5 15 Gaming 5510 [0Y5Y0],Intel Core i7-10870H,16273,1355000,,16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 120 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/114180-dell-g5-15-gaming-5510-0y5y0,1355000,,,,,,
116649,Dell Alienware M15 R4 [A15Vi_i7165123060WW10sCC_122],Intel Core i7-10870H,16273,2079990,50000,16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 300 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/116649-dell-alienware-m15-r4-a15vi_i7165123060ww10scc_122,2099990,2099990,2099990,2099990,2099990,2029990,2029990
112810,Gigabyte Aero 17 (i7-10870H / 16GB / 1TB SSD / RTX 3060 6GB / FHD / 300Hz / W10H) [KC-8LA6150SH],Intel Core i7-10870H,16273,1899990,0,16 GB DDR4 (3200 MHz),"LED 17.3"" (1920x1080) / 300 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 1TB,https://www.solotodo.cl/products/112810-gigabyte-aero-17-i7-10870h-16gb-1tb-ssd-rtx-3060-6gb-fhd-300hz-w10h-kc-8la6150sh,1899990,1899990,1899990,1899990,1899990,1899990,1899990
114633,Dell G5 15 Gaming 5510 [3PT62],Intel Core i7-10870H,16273,1357990,,16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 120 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3050 Ti (4 GB)",SSD 512GB,https://www.solotodo.cl/products/114633-dell-g5-15-gaming-5510-3pt62,1357990,1357990,1357990,1357990,1357990,,
114436,Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / W10H) [KC-8LA5130VH],Intel Core i7-10870H,16273,1999990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/114436-gigabyte-aero-15-oled-i7-10870h-8gb-512gb-ssd-rtx-3060-6gb-w10h-kc-8la5130vh,1999990,1999990,1999990,1999990,1999990,1999990,1999990
113426,Gigabyte Aero 15 OLED (i7-10870H / 16GB / 512GB SSD / RTX 3060 6GB / W10H) [KC-8LA5130VH],Intel Core i7-10870H,16273,1975990,,16 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/113426-gigabyte-aero-15-oled-i7-10870h-16gb-512gb-ssd-rtx-3060-6gb-w10h-kc-8la5130vh,1975990,,,,,,
114437,Gigabyte Aero 15 OLED (i7-10870H / 8GB / 512GB SSD / RTX 3060 6GB / UHD / W10H) [KC-8LA5130SH],Intel Core i7-10870H,16273,1999990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/114437-gigabyte-aero-15-oled-i7-10870h-8gb-512gb-ssd-rtx-3060-6gb-uhd-w10h-kc-8la5130sh,1999990,1999990,1999990,1999990,1999990,1999990,1999990
112267,Gigabyte Aero 15 OLED (i7-10870H / 16GB / 512GB SSD / RTX 3060 6GB / UHD / W10H) [KC-8LA5130SH],Intel Core i7-10870H,16273,1799990,0,16 GB DDR4 (3200 MHz),"LED 15.6"" (3840x2160) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/112267-gigabyte-aero-15-oled-i7-10870h-16gb-512gb-ssd-rtx-3060-6gb-uhd-w10h-kc-8la5130sh,1799990,1799990,1799990,1799990,1799990,1799990,1799990
120452,Dell G5 15 Gaming 5510 (i7-10870H / 16GB / 512GB SSD / RTX 3060 6GB / 120Hz / W10H),Intel Core i7-10870H,16273,1699000,,16 GB DDR4 (2933 MHz),"LED 15.6"" (1920x1080) / 120 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/120452-dell-g5-15-gaming-5510-i7-10870h-16gb-512gb-ssd-rtx-3060-6gb-120hz-w10h,1699000,1699000,1699000,1699000,,,
98425,ASUS ROG Strix G15 G512LV-HN246T [90NR04D1-M07840],Intel Core i7-10870H,16273,1359990,,16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 144 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2060 (6 GB)",SSD 1TB,https://www.solotodo.cl/products/98425-asus-rog-strix-g15-g512lv-hn246t-90nr04d1-m07840,1359990,1359990,1359990,1359990,1359990,,
122736,ASUS Zenbook 13 UM325UA (Ryzen 7 5700U / 8GB / 512GB SSD / OLED / W10H / Pine Grey),AMD Ryzen 7 5700U,16258,837132,37142,8 GB LPDDR4X (3733 MHz),"LED 13.3"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 8 (Integrada),SSD 512GB,https://www.solotodo.cl/products/122736-asus-zenbook-13-um325ua-ryzen-7-5700u-8gb-512gb-ssd-oled-w10h-pine-grey,899990,899990,829990,829990,799990,799990,799990
114166,Acer Aspire 7 A715-42G-R366 [NH.QAYAL.001],AMD Ryzen 7 5700U,16258,849990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 60 Hz","AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB)",SSD 256GB,https://www.solotodo.cl/products/114166-acer-aspire-7-a715-42g-r366-nhqayal001,849990,849990,849990,849990,849990,849990,849990
114951,ASUS Zenbook 14 UM425UA-AM227T,AMD Ryzen 7 5700U,16258,758561,-1429,8 GB LPDDR4X (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 8 (Integrada),SSD 512GB,https://www.solotodo.cl/products/114951-asus-zenbook-14-um425ua-am227t,749990,759990,759990,759990,759990,759990,759990
116142,Dell Inspiron 14 2-in-1 7415 (Ryzen 7 5700U / 16GB / 512GB SSD / W10H),AMD Ryzen 7 5700U,16258,899990,0,16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 8 (Integrada),SSD 512GB,https://www.solotodo.cl/products/116142-dell-inspiron-14-2-in-1-7415-ryzen-7-5700u-16gb-512gb-ssd-w10h,899990,899990,899990,899990,899990,899990,899990
122011,Lenovo IdeaPad 5 15ALC05 [82LN004MCL / 82LN00C6CL],AMD Ryzen 7 5700U,16258,661418,1428,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 8 (Integrada),SSD 512GB,https://www.solotodo.cl/products/122011-lenovo-ideapad-5-15alc05-82ln004mcl-82ln00c6cl,669990,659990,659990,659990,659990,659990,659990
122536,Acer Aspire 7 A715-42G-R366-1 [NH.QAYAL.001.1],AMD Ryzen 7 5700U,16258,879990,0,16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 60 Hz","AMD Radeon RX Vega 8 (Integrada)
NVIDIA GeForce GTX 1650 (4 GB)",SSD 256GB,https://www.solotodo.cl/products/122536-acer-aspire-7-a715-42g-r366-1-nhqayal0011,879990,879990,879990,879990,879990,879990,879990
124055,Lenovo IdeaPad Flex 5 14ALC05 [82HU005LCL],AMD Ryzen 7 5700U,16258,799990,70000,16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",AMD Radeon RX Vega 8 (Integrada),SSD 512GB,https://www.solotodo.cl/products/124055-lenovo-ideapad-flex-5-14alc05-82hu005lcl,,,,,,869990,729990
119125,HP Pavilion Aero 13-BE0501LA [472Q9LA],AMD Ryzen 5 5600U,16053,671418,21428,8 GB DDR4 (3200 MHz),"LED 13.3"" (1920x1200) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/119125-hp-pavilion-aero-13-be0501la-472q9la,679990,679990,679990,679990,679990,649990,649990
114134,ASUS Zenbook 13 UM325SA (Ryzen 5 5600U / 8GB / 512GB SSD / OLED / W10H / Pine Grey),AMD Ryzen 5 5600U,16053,719990,0,8 GB LPDDR4X (3733 MHz),"LED 13.3"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/114134-asus-zenbook-13-um325sa-ryzen-5-5600u-8gb-512gb-ssd-oled-w10h-pine-grey,,,719990,719990,719990,719990,719990
115031,Dell Alienware M15 R3 (i7-10875H / 32GB / 512GB SSD / RTX 2080 Super Max-Q 8GB / 60Hz),Intel Core i7-10875H,15908,2299990,0,32 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce RTX 2080 Super Max-Q (8 GB)",SSD 512GB,https://www.solotodo.cl/products/115031-dell-alienware-m15-r3-i7-10875h-32gb-512gb-ssd-rtx-2080-super-max-q-8gb-60hz,2299990,2299990,2299990,2299990,2299990,2299990,2299990
117341,Lenovo ThinkPad T14 [20UDS00300],AMD Ryzen 7 PRO 4750U,15773,1100000,0,16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/117341-lenovo-thinkpad-t14-20uds00300,1100000,1100000,1100000,1100000,1100000,1100000,1100000
120069,Lenovo ThinkPad T14 [20UES2G400],AMD Ryzen 7 PRO 4750U,15773,1020000,0,16 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/120069-lenovo-thinkpad-t14-20ues2g400,1020000,1020000,1020000,1020000,1020000,1020000,1020000
122373,Dell Inspiron 15 3505 (Ryzen 7 PRO 4750U / 8GB / 512GB SSD),AMD Ryzen 7 PRO 4750U,15773,699990,,8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/122373-dell-inspiron-15-3505-ryzen-7-pro-4750u-8gb-512gb-ssd,699990,699990,699990,,,,
108163,Lenovo ThinkPad P14s Gen 1 (AMD) [20Y2S01P00],AMD Ryzen 7 PRO 4750U,15773,1014990,0,16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/108163-lenovo-thinkpad-p14s-gen-1-amd-20y2s01p00,1014990,1014990,1014990,1014990,1014990,1014990,1014990
121517,Lenovo ThinkPad P14s Gen 1 (AMD) [20Y1S00C00],AMD Ryzen 7 PRO 4750U,15773,899990,0,8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 256GB,https://www.solotodo.cl/products/121517-lenovo-thinkpad-p14s-gen-1-amd-20y1s00c00,899990,899990,899990,899990,899990,899990,899990
85462,Lenovo Legion 5 15ARH05 [82B500CJCL],AMD Ryzen 5 4600H,15034,918561,-1429,16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 144 Hz","AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB)",SSD 512GB,https://www.solotodo.cl/products/85462-lenovo-legion-5-15arh05-82b500cjcl,999990,869990,929990,869990,919990,919990,919990
114919,Lenovo Legion 5 15ARH05 [82B500CYUS],AMD Ryzen 5 4600H,15034,699990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 120 Hz","AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
NVIDIA GeForce GTX 1650 (4 GB)",SSD 256GB,https://www.solotodo.cl/products/114919-lenovo-legion-5-15arh05-82b500cyus,,,,,,699990,699990
122445,MSI Bravo 15 A4DCR (Ryzen 5 4600H / 16GB / 1TB SSD + 256GB SSD / RX 5300 3GB / 60Hz / W10H),AMD Ryzen 5 4600H,15034,999900,0,16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080) / 60 Hz","AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
AMD Radeon RX 5300M (3 GB)","SSD 256GB
SSD 1TB",https://www.solotodo.cl/products/122445-msi-bravo-15-a4dcr-ryzen-5-4600h-16gb-1tb-ssd-256gb-ssd-rx-5300-3gb-60hz-w10h,999900,999900,999900,999900,999900,999900,999900
85854,Lenovo IdeaPad Gaming 3 15ARH05 [82EY0017CL],AMD Ryzen 5 4600H,15034,874275,-35715,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 120 Hz","AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
NVIDIA GeForce GTX 1650 (4 GB)",SSD 512GB,https://www.solotodo.cl/products/85854-lenovo-ideapad-gaming-3-15arh05-82ey0017cl,899990,799990,799990,899990,899990,909990,909990
84218,HP Pavilion Gaming 15-EC1026LA [162D7LA],AMD Ryzen 5 4600H,15034,714275,14285,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 60 Hz","AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
NVIDIA GeForce GTX 1650 (4 GB)",SSD 256GB,https://www.solotodo.cl/products/84218-hp-pavilion-gaming-15-ec1026la-162d7la,699990,699990,749990,699990,699990,749990,699990
118007,Lenovo Legion 5 15ARH05 [82B5001XUS],AMD Ryzen 5 4600H,15034,869990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 120 Hz","AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB)","HDD 1TB (7200rpm)
SSD 256GB",https://www.solotodo.cl/products/118007-lenovo-legion-5-15arh05-82b5001xus,,,,869990,869990,869990,869990
118143,Lenovo IdeaPad Gaming 3 15ARH05 [82EY00TDCL],AMD Ryzen 5 4600H,15034,729990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 120 Hz","AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB)",SSD 512GB,https://www.solotodo.cl/products/118143-lenovo-ideapad-gaming-3-15arh05-82ey00tdcl,729990,729990,729990,729990,729990,729990,729990
77552,HP ZBook 15 G6 [8DS94LA],Intel Core i9-9880H,14141,2800214,427,16 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA Quadro T2000 (4 GB)",SSD 512GB,https://www.solotodo.cl/products/77552-hp-zbook-15-g6-8ds94la,2793811,2808752,2799787,2799787,2790823,2808752,2799787
116144,Apple MacBook Pro 15 (Mid 2019 / i9-9880H / 1 TB SSD / Space Gray) [MV952E/A],Intel Core i9-9880H,14141,2799990,0,32 GB DDR4 (2400 MHz),"LED 15.4"" (2880x1800) / 60 Hz",Intel UHD Graphics 630 (Integrada),SSD 1TB,https://www.solotodo.cl/products/116144-apple-macbook-pro-15-mid-2019-i9-9880h-1-tb-ssd-space-gray-mv952ea,2799990,2799990,2799990,2799990,2799990,2799990,2799990
74000,Apple MacBook Pro 16 (Late 2019 / i9-9880H / 1 TB / Silver) [MVVM2CI/A],Intel Core i9-9880H,14141,2299990,0,16 GB DDR4 (2666 MHz),"LED 16.0"" (3072x1920) / 60 Hz","Intel UHD Graphics 630 (Integrada)
AMD Radeon Pro 5500M (4 GB)",SSD 1TB,https://www.solotodo.cl/products/74000-apple-macbook-pro-16-late-2019-i9-9880h-1-tb-silver-mvvm2cia,2299990,2299990,2299990,,2299990,2299990,2299990
73999,Apple MacBook Pro 16 (Late 2019 / i9-9880H / 1 TB / Space Gray) [MVVK2CI/A],Intel Core i9-9880H,14141,2514275,-35715,16 GB DDR4 (2666 MHz),"LED 16.0"" (3072x1920) / 60 Hz","Intel UHD Graphics 630 (Integrada)
AMD Radeon Pro 5500M (4 GB)",SSD 1TB,https://www.solotodo.cl/products/73999-apple-macbook-pro-16-late-2019-i9-9880h-1-tb-space-gray-mvvk2cia,2299990,2549990,2549990,2549990,2549990,2549990,2549990
120067,Lenovo ThinkPad P52 (32GB / 1TB SSD) [20M9S0F400],Intel Xeon E-2176M,14011,1200000,0,32 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080) / 60 Hz","Intel UHD Graphics 630 (Integrada)
NVIDIA Quadro P2000 (4 GB)",SSD 1TB,https://www.solotodo.cl/products/120067-lenovo-thinkpad-p52-32gb-1tb-ssd-20m9s0f400,1200000,1200000,1200000,1200000,1200000,1200000,1200000
121522,Lenovo IdeaPad Flex 5 14ARE05 [81X20001US],AMD Ryzen 7 4700U,13844,726326,67326,16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/121522-lenovo-ideapad-flex-5-14are05-81x20001us,,759990,759990,759990,759990,659000,659000
111639,HP Pavilion 15-EH0011LA [310H1LA],AMD Ryzen 7 4700U,13844,759990,0,16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/111639-hp-pavilion-15-eh0011la-310h1la,759990,759990,759990,759990,759990,759990,759990
123491,Lenovo IdeaPad Flex 5 14ARE05 [81X200AGCL],AMD Ryzen 7 4700U,13844,856656,26666,16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/123491-lenovo-ideapad-flex-5-14are05-81x200agcl,,869990,869990,869990,869990,829990,829990
122366,Lenovo IdeaPad 3 15ARE05 [81W40019US],AMD Ryzen 7 4700U,13844,603285,4285,8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/122366-lenovo-ideapad-3-15are05-81w40019us,629000,599000,599000,599000,599000,599000,599000
110914,HP Pavilion 15-EH0010LA [310H0LA],AMD Ryzen 7 4700U,13844,644278,44278,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/110914-hp-pavilion-15-eh0010la-310h0la,669990,659990,659990,659990,659990,600000,600000
121520,Lenovo IdeaPad 5 14ARE05 [81YM005YUS],AMD Ryzen 7 4700U,13844,699990,0,8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 256GB,https://www.solotodo.cl/products/121520-lenovo-ideapad-5-14are05-81ym005yus,699990,699990,699990,699990,699990,699990,699990
114072,Lenovo IdeaPad Flex 5 14ARE05 [81X20002US],AMD Ryzen 7 4700U,13844,789000,0,8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/114072-lenovo-ideapad-flex-5-14are05-81x20002us,789000,789000,789000,789000,789000,789000,789000
117894,Acer Swift 3 (Ryzen 7 4700U / 8GB / 512GB SSD),AMD Ryzen 7 4700U,13844,649990,0,8 GB LPDDR4X (2400 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/117894-acer-swift-3-ryzen-7-4700u-8gb-512gb-ssd,649990,649990,649990,649990,649990,649990,649990
106687,ASUS VivoBook S14 D433IA-EB934R [90NB0QR4-M15220],AMD Ryzen 7 4700U,13844,799990,0,16 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/106687-asus-vivobook-s14-d433ia-eb934r-90nb0qr4-m15220,799990,799990,799990,799990,799990,799990,799990
115297,HP ProBook 445 G7 (Ryzen 7 4700U / 8GB / 256GB SSD),AMD Ryzen 7 4700U,13844,899990,,8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 256GB,https://www.solotodo.cl/products/115297-hp-probook-445-g7-ryzen-7-4700u-8gb-256gb-ssd,899990,,,,,,
92999,HP ProBook 445 G7 [153P0LT],AMD Ryzen 7 4700U,13844,799980,0,8 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 256GB,https://www.solotodo.cl/products/92999-hp-probook-445-g7-153p0lt,799980,799980,799980,799980,799980,799980,799980
119117,Acer Swift 3 SF314-42-R9YN [NX.HSEAA.003],AMD Ryzen 7 4700U,13844,697132,7142,8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/119117-acer-swift-3-sf314-42-r9yn-nxhseaa003,819990,669990,669990,669990,669990,689990,689990
114074,Dell Inspiron 14 7405 2-in-1 [INS0083591-R0017270-PC],AMD Ryzen 7 4700U,13844,899000,,8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/114074-dell-inspiron-14-7405-2-in-1-ins0083591-r0017270-pc,899000,,,,,,
123252,Acer Swift 3 SF314 (Ryzen 7 4700U / 8GB / 512GB SSD),AMD Ryzen 7 4700U,13844,814900,0,8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080) / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/123252-acer-swift-3-sf314-ryzen-7-4700u-8gb-512gb-ssd,814900,814900,814900,814900,814900,814900,814900
108867,HP 15-EF1013DX [364K3UA],AMD Ryzen 7 4700U,13844,699990,0,8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080) táctil / 60 Hz",AMD Radeon RX Vega 7 (Integrada),SSD 512GB,https://www.solotodo.cl/products/108867-hp-15-ef1013dx-364k3ua,,,,,,,699990
122312,MSI Stealth 15M A11UEK [A11UEK-217CL],Intel Core i7-11375H,13548,1837132,-92858,16 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 144 Hz","Intel Iris Xe Graphics G7 96EUs (Integrada)
NVIDIA GeForce RTX 3060 (6 GB)",SSD 512GB,https://www.solotodo.cl/products/122312-msi-stealth-15m-a11uek-a11uek-217cl,1799990,1799990,1799990,1799990,1799990,1929990,1929990
119648,Dell Inspiron 15 5510 [K9KJG],Intel Core i7-11370H,13150,939990,0,8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080) / 60 Hz",Intel Iris Xe Graphics G7 96EUs (Integrada),SSD 512GB,https://www.solotodo.cl/products/119648-dell-inspiron-15-5510-k9kjg,939990,939990,939990,939990,939990,939990,939990
123701,Dell Inspiron 13 5310 [0XG4J],Intel Core i7-11370H,13150,969990,0,8 GB LPDDR4X (4267 MHz),"LED 13.3"" (2560x1600) / 60 Hz",Intel Iris Xe Graphics G7 96EUs (Integrada),SSD 512GB,https://www.solotodo.cl/products/123701-dell-inspiron-13-5310-0xg4j,,,969990,969990,969990,969990,969990
